quantity tons,country,status,application,thickness,width,material_ref,selling_price,purchased_month,purchased_year,delivered_month,delivered_year,item_type_PL,item_type_S,item_type_W
4.73,28,1,2.25,0.36,742.95,319,16.76,3.0,2021.0,7.0,2021.0,0,0,1
4.8,28,1,2.25,0.36,742.95,323,16.77,3.0,2021.0,7.0,2021.0,0,0,1
2.78,28,1,2.25,0.36,774.47,420,16.77,3.0,2021.0,7.0,2021.0,0,0,1
3.53,28,1,2.25,0.36,774.47,420,16.75,3.0,2021.0,7.0,2021.0,0,0,1
3.46,28,1,2.25,0.36,774.47,325,16.97,3.0,2021.0,7.0,2021.0,0,0,1
3.3,28,1,2.25,0.36,774.47,325,17.0,3.0,2021.0,7.0,2021.0,0,0,1
3.08,28,1,2.25,0.36,837.26,323,16.75,3.0,2021.0,7.0,2021.0,0,0,1
4.98,28,1,2.25,0.36,837.26,315,16.78,3.0,2021.0,7.0,2021.0,0,0,1
2.87,28,1,2.25,0.36,837.26,336,16.78,3.0,2021.0,7.0,2021.0,0,0,1
2.65,28,1,2.25,0.36,837.26,317,16.75,3.0,2021.0,7.0,2021.0,0,0,1
5.73,28,1,2.25,0.36,837.26,254,16.75,3.0,2021.0,7.0,2021.0,0,0,1
3.36,28,1,2.25,0.36,837.26,334,16.75,3.0,2021.0,7.0,2021.0,0,0,1
2.57,28,1,2.25,0.36,837.26,324,17.0,3.0,2021.0,7.0,2021.0,0,0,1
3.34,28,1,2.25,0.36,837.26,328,16.75,3.0,2021.0,7.0,2021.0,0,0,1
3.23,28,1,2.25,0.36,837.26,320,16.78,3.0,2021.0,7.0,2021.0,0,0,1
3.01,28,1,2.25,0.36,837.26,324,17.04,3.0,2021.0,7.0,2021.0,0,0,1
5.12,28,1,2.25,0.36,837.26,328,16.78,3.0,2021.0,7.0,2021.0,0,0,1
4.82,28,1,2.25,0.36,837.26,322,16.83,3.0,2021.0,7.0,2021.0,0,0,1
2.51,28,1,2.25,0.36,837.26,316,16.98,3.0,2021.0,7.0,2021.0,0,0,1
4.61,28,1,2.25,0.36,837.26,323,16.79,3.0,2021.0,7.0,2021.0,0,0,1
2.51,28,1,2.25,0.36,837.26,336,16.76,3.0,2021.0,7.0,2021.0,0,0,1
2.51,28,1,2.25,0.36,837.26,337,17.04,3.0,2021.0,7.0,2021.0,0,0,1
4.66,27,1,1.89,0.45,837.26,4187,16.39,3.0,2021.0,8.0,2021.0,0,1,0
3.31,28,1,2.25,0.36,837.26,281,16.91,3.0,2021.0,7.0,2021.0,0,0,1
5.6,27,1,1.89,0.45,992.83,4187,16.38,3.0,2021.0,8.0,2021.0,0,1,0
2.39,28,1,2.25,0.36,837.26,337,17.0,3.0,2021.0,7.0,2021.0,0,0,1
5.7,27,1,1.89,0.51,837.26,4187,16.37,3.0,2021.0,8.0,2021.0,0,1,0
4.8,28,1,2.25,0.36,837.26,334,16.79,3.0,2021.0,7.0,2021.0,0,0,1
5.44,27,1,1.89,0.51,992.83,4187,16.37,3.0,2021.0,8.0,2021.0,0,1,0
2.48,28,1,2.25,0.36,837.26,317,16.79,3.0,2021.0,7.0,2021.0,0,0,1
5.67,27,1,1.89,0.57,992.83,4187,16.35,3.0,2021.0,8.0,2021.0,0,1,0
6.47,28,1,2.25,0.36,837.26,281,16.88,3.0,2021.0,7.0,2021.0,0,0,1
4.62,27,1,1.89,0.62,837.26,4187,16.35,3.0,2021.0,8.0,2021.0,0,1,0
2.83,28,1,2.25,0.36,837.26,320,16.75,3.0,2021.0,7.0,2021.0,0,0,1
5.43,27,1,1.89,0.62,992.83,4187,16.34,3.0,2021.0,8.0,2021.0,0,1,0
3.35,28,1,2.25,0.44,837.26,323,16.55,3.0,2021.0,7.0,2021.0,0,0,1
4.28,27,1,1.89,0.69,837.26,4187,16.33,3.0,2021.0,8.0,2021.0,0,1,0
3.2,28,1,2.25,0.44,837.26,323,16.54,3.0,2021.0,7.0,2021.0,0,0,1
4.8,27,1,1.89,0.78,837.26,4187,16.37,3.0,2021.0,8.0,2021.0,0,1,0
3.3,28,1,2.25,0.44,774.47,323,16.57,3.0,2021.0,7.0,2021.0,0,0,1
4.87,32,1,1.71,0.45,992.83,1579,17.12,3.0,2021.0,7.0,2021.0,0,0,1
3.54,28,1,2.25,0.4,837.26,323,16.65,3.0,2021.0,7.0,2021.0,0,0,1
4.98,32,1,1.71,0.62,992.83,1579,16.81,3.0,2021.0,7.0,2021.0,0,0,1
3.57,28,1,2.25,0.3,837.26,247,17.0,3.0,2021.0,7.0,2021.0,0,0,1
7.84,32,1,1.71,0.45,992.83,1545,17.07,3.0,2021.0,7.0,2021.0,0,0,1
2.82,28,1,2.25,0.31,742.95,273,16.96,3.0,2021.0,7.0,2021.0,0,0,1
3.54,28,1,2.25,0.44,837.26,418,16.54,3.0,2021.0,7.0,2021.0,0,0,1
2.68,28,1,2.25,0.44,837.26,424,16.55,3.0,2021.0,7.0,2021.0,0,0,1
6.89,27,1,2.36,0.54,843.52,5656,16.52,3.0,2021.0,8.0,2021.0,0,1,0
4.6,28,1,2.25,0.31,837.26,278,16.95,3.0,2021.0,7.0,2021.0,0,0,1
7.25,27,1,2.36,0.61,799.63,5656,16.46,3.0,2021.0,8.0,2021.0,0,1,0
3.06,28,1,2.25,0.31,742.95,272,16.97,3.0,2021.0,7.0,2021.0,0,0,1
5.25,27,1,2.36,0.64,905.94,5656,16.48,3.0,2021.0,8.0,2021.0,0,1,0
2.84,28,1,2.25,0.44,742.95,247,16.58,3.0,2021.0,7.0,2021.0,0,0,1
2.54,28,1,2.25,0.44,742.95,422,16.58,3.0,2021.0,7.0,2021.0,0,0,1
3.21,28,1,2.25,0.4,837.26,353,16.63,3.0,2021.0,7.0,2021.0,0,0,1
2.92,28,1,2.25,0.3,837.26,253,17.03,3.0,2021.0,7.0,2021.0,0,0,1
2.65,28,1,2.25,0.44,837.26,423,16.57,3.0,2021.0,7.0,2021.0,0,0,1
3.96,32,1,2.14,0.51,679.62,2943,16.64,3.0,2021.0,10.0,2021.0,0,1,0
4.63,32,1,1.71,0.74,837.26,4235,16.42,3.0,2021.0,10.0,2021.0,0,1,0
4.83,32,1,1.71,0.74,774.47,4235,16.46,3.0,2021.0,10.0,2021.0,0,1,0
4.6,30,1,1.71,0.49,837.26,4452,16.44,3.0,2021.0,8.0,2021.0,0,1,0
6.01,27,1,2.36,0.68,898.46,3048,15.87,3.0,2021.0,7.0,2021.0,0,1,0
6.98,30,1,1.71,0.49,679.62,4452,16.48,3.0,2021.0,8.0,2021.0,0,1,0
5.2,27,1,2.36,0.76,837.26,3048,15.84,3.0,2021.0,7.0,2021.0,0,1,0
5.0,28,0,1.71,0.69,992.83,5233,16.67,3.0,2021.0,10.0,2021.0,0,0,1
6.55,27,1,2.36,0.6,899.71,3048,16.09,3.0,2021.0,7.0,2021.0,0,1,0
5.2,28,1,2.25,0.23,720.83,2976,17.44,3.0,2021.0,7.0,2021.0,0,0,1
5.98,27,1,2.36,0.67,843.52,3048,16.03,3.0,2021.0,7.0,2021.0,0,1,0
5.33,28,1,2.25,0.23,720.83,2976,17.34,3.0,2021.0,7.0,2021.0,0,0,1
5.01,28,1,2.25,0.23,720.83,2954,17.43,3.0,2021.0,7.0,2021.0,0,0,1
5.2,28,1,2.25,0.24,720.83,2956,17.38,3.0,2021.0,7.0,2021.0,0,0,1
5.06,28,1,2.25,0.24,821.59,2971,17.37,3.0,2021.0,7.0,2021.0,0,0,1
4.97,28,1,2.25,0.24,821.59,2956,17.37,3.0,2021.0,7.0,2021.0,0,0,1
5.05,28,1,2.25,0.24,821.59,2967,17.43,3.0,2021.0,7.0,2021.0,0,0,1
5.05,28,1,2.25,0.24,821.59,2971,17.38,3.0,2021.0,7.0,2021.0,0,0,1
4.96,28,1,2.25,0.24,821.59,2967,17.43,3.0,2021.0,7.0,2021.0,0,0,1
5.06,28,1,2.25,0.24,821.59,2956,17.4,3.0,2021.0,7.0,2021.0,0,0,1
5.1,28,1,2.25,0.24,837.26,2970,17.4,3.0,2021.0,7.0,2021.0,0,0,1
5.2,28,1,2.25,0.3,720.83,2958,17.03,3.0,2021.0,7.0,2021.0,0,0,1
5.35,28,1,2.25,0.3,821.59,2969,17.03,3.0,2021.0,7.0,2021.0,0,0,1
5.15,28,1,2.25,0.3,821.59,2973,17.0,3.0,2021.0,7.0,2021.0,0,0,1
5.36,28,1,2.25,0.3,821.59,2969,17.05,3.0,2021.0,7.0,2021.0,0,0,1
5.11,28,1,2.25,0.3,821.59,2959,17.01,3.0,2021.0,7.0,2021.0,0,0,1
5.21,28,1,2.25,0.3,821.59,2959,17.06,3.0,2021.0,7.0,2021.0,0,0,1
5.36,28,1,2.25,0.3,821.59,2968,17.01,3.0,2021.0,7.0,2021.0,0,0,1
4.96,28,1,2.25,0.3,837.26,2968,17.0,3.0,2021.0,7.0,2021.0,0,0,1
5.14,28,1,2.25,0.3,837.26,2968,17.05,3.0,2021.0,7.0,2021.0,0,0,1
5.03,28,1,2.25,0.3,837.26,2972,17.0,3.0,2021.0,7.0,2021.0,0,0,1
5.0,28,1,2.25,0.31,821.59,2960,16.92,3.0,2021.0,7.0,2021.0,0,0,1
5.23,28,1,2.25,0.31,992.83,2963,16.89,3.0,2021.0,7.0,2021.0,0,0,1
4.96,28,1,2.25,0.33,837.26,2959,16.87,3.0,2021.0,7.0,2021.0,0,0,1
5.34,28,1,2.25,0.35,720.83,2963,16.78,3.0,2021.0,7.0,2021.0,0,0,1
3.34,28,0,2.23,0.28,874.77,3631,17.41,3.0,2021.0,8.0,2021.0,0,0,1
3.74,28,0,2.23,0.31,992.83,3631,17.42,3.0,2021.0,8.0,2021.0,0,0,1
5.3,28,1,2.25,0.35,821.59,2965,16.75,3.0,2021.0,7.0,2021.0,0,0,1
3.37,28,0,2.23,0.28,874.77,3637,17.41,3.0,2021.0,8.0,2021.0,0,0,1
5.17,28,1,2.25,0.35,837.26,2964,16.75,3.0,2021.0,7.0,2021.0,0,0,1
5.32,28,1,2.25,0.36,837.26,2951,17.24,3.0,2021.0,7.0,2021.0,0,0,1
4.71,27,1,1.71,0.44,628.65,3235,16.64,3.0,2021.0,8.0,2021.0,0,1,0
5.38,28,1,2.25,0.36,992.83,2959,16.73,3.0,2021.0,7.0,2021.0,0,0,1
5.18,28,1,2.25,0.37,992.83,2959,16.68,3.0,2021.0,7.0,2021.0,0,0,1
5.29,28,1,2.25,0.4,837.26,2975,16.92,3.0,2021.0,7.0,2021.0,0,0,1
5.24,28,1,2.25,0.4,837.26,2974,16.86,3.0,2021.0,7.0,2021.0,0,0,1
5.31,28,1,2.25,0.44,992.83,2959,16.5,3.0,2021.0,7.0,2021.0,0,0,1
4.97,28,1,2.25,0.24,837.26,2955,17.4,3.0,2021.0,7.0,2021.0,0,0,1
5.83,25,1,1.71,0.51,807.79,4560,16.6,3.0,2021.0,7.0,2021.0,0,1,0
4.83,25,0,1.71,0.69,837.26,4560,16.56,3.0,2021.0,7.0,2021.0,0,1,0
5.53,78,1,2.36,0.83,742.95,8097,15.34,3.0,2021.0,5.0,2021.0,0,1,0
4.85,25,0,1.71,0.38,837.26,4560,17.05,3.0,2021.0,7.0,2021.0,0,1,0
4.74,78,1,2.36,0.74,742.95,8345,15.39,3.0,2021.0,5.0,2021.0,0,1,0
4.59,25,0,1.71,0.48,837.26,4560,16.82,3.0,2021.0,7.0,2021.0,0,1,0
4.45,78,1,2.36,0.83,742.95,8345,15.33,3.0,2021.0,5.0,2021.0,0,1,0
4.56,25,0,1.71,0.56,837.26,4560,16.75,3.0,2021.0,7.0,2021.0,0,1,0
4.71,25,0,1.71,0.62,837.26,4560,16.63,3.0,2021.0,7.0,2021.0,0,1,0
4.71,78,1,2.36,0.78,992.83,8087,15.23,3.0,2021.0,5.0,2021.0,0,1,0
7.32,78,1,2.36,0.74,742.95,8193,15.22,3.0,2021.0,5.0,2021.0,0,1,0
1.85,30,1,1.71,0.35,837.26,7971,16.32,3.0,2021.0,8.0,2021.0,0,0,1
1.11,30,1,1.71,0.37,837.26,7971,16.29,3.0,2021.0,8.0,2021.0,0,0,1
7.38,78,1,2.36,0.69,1023.73,8076,15.18,3.0,2021.0,5.0,2021.0,0,1,0
2.02,30,1,1.71,0.38,837.26,7971,16.15,3.0,2021.0,8.0,2021.0,0,0,1
2.58,30,1,1.71,0.38,992.83,7971,16.16,3.0,2021.0,8.0,2021.0,0,0,1
2.41,30,1,1.71,0.41,679.62,7971,16.19,3.0,2021.0,8.0,2021.0,0,0,1
0.66,30,1,1.71,0.41,837.26,7971,16.12,3.0,2021.0,8.0,2021.0,0,0,1
2.49,30,1,1.71,0.41,992.83,7971,16.12,3.0,2021.0,8.0,2021.0,0,0,1
1.48,30,1,1.71,0.42,837.26,7971,16.13,3.0,2021.0,8.0,2021.0,0,0,1
2.92,30,1,1.71,0.42,992.83,7971,16.11,3.0,2021.0,8.0,2021.0,0,0,1
2.69,30,1,1.71,0.44,679.62,7971,16.15,3.0,2021.0,8.0,2021.0,0,0,1
2.72,30,1,1.71,0.44,837.26,7971,16.09,3.0,2021.0,8.0,2021.0,0,0,1
0.74,30,1,1.71,0.44,992.83,7971,16.1,3.0,2021.0,8.0,2021.0,0,0,1
2.66,30,1,1.71,0.45,837.26,7971,16.08,3.0,2021.0,8.0,2021.0,0,0,1
5.36,30,1,1.71,0.45,992.83,7971,16.08,3.0,2021.0,8.0,2021.0,0,0,1
4.53,30,1,1.71,0.47,679.62,7971,16.1,3.0,2021.0,8.0,2021.0,0,0,1
2.57,30,1,1.71,0.47,837.26,7971,16.07,3.0,2021.0,8.0,2021.0,0,0,1
2.23,30,1,1.71,0.47,992.83,7971,16.04,3.0,2021.0,8.0,2021.0,0,0,1
1.82,30,1,1.71,0.48,837.26,7971,15.95,3.0,2021.0,8.0,2021.0,0,0,1
2.83,30,1,1.71,0.48,992.83,7971,15.97,3.0,2021.0,8.0,2021.0,0,0,1
2.87,30,1,1.71,0.5,837.26,7971,15.99,3.0,2021.0,8.0,2021.0,0,0,1
5.49,30,1,1.71,0.51,992.83,7971,15.92,3.0,2021.0,8.0,2021.0,0,0,1
4.58,30,1,1.71,0.54,679.62,7971,15.94,3.0,2021.0,8.0,2021.0,0,0,1
5.56,27,1,1.71,0.62,992.83,3361,15.12,3.0,2021.0,6.0,2021.0,1,0,0
2.11,30,1,1.71,0.54,837.26,7971,15.93,3.0,2021.0,8.0,2021.0,0,0,1
5.64,27,1,1.71,0.78,992.83,3358,14.98,3.0,2021.0,6.0,2021.0,1,0,0
5.26,30,1,1.71,0.54,992.83,7971,15.96,3.0,2021.0,8.0,2021.0,0,0,1
5.63,27,1,1.71,0.62,758.72,3347,15.46,3.0,2021.0,6.0,2021.0,1,0,0
2.86,30,1,1.71,0.55,992.83,7971,15.92,3.0,2021.0,8.0,2021.0,0,0,1
5.72,27,1,1.71,0.74,992.83,3348,15.36,3.0,2021.0,6.0,2021.0,1,0,0
1.28,30,1,1.71,0.56,992.83,7971,15.94,3.0,2021.0,8.0,2021.0,0,0,1
5.65,27,1,1.71,0.78,992.83,3349,15.61,3.0,2021.0,6.0,2021.0,1,0,0
0.44,30,1,1.71,0.57,837.26,7971,15.86,3.0,2021.0,8.0,2021.0,0,0,1
7.05,27,1,1.71,0.74,992.83,3237,15.17,3.0,2021.0,6.0,2021.0,1,0,0
2.21,30,1,1.71,0.6,837.26,4554,16.13,3.0,2021.0,8.0,2021.0,0,0,1
2.63,30,1,1.71,0.6,837.26,7975,16.15,3.0,2021.0,8.0,2021.0,0,0,1
4.85,27,1,2.36,0.34,837.26,3247,15.81,3.0,2021.0,6.0,2021.0,1,0,0
2.76,30,1,1.71,0.6,679.62,7971,15.93,3.0,2021.0,8.0,2021.0,0,0,1
1.35,27,1,2.36,0.51,837.26,3248,15.74,3.0,2021.0,6.0,2021.0,1,0,0
1.83,30,1,1.71,0.6,837.26,7971,15.87,3.0,2021.0,8.0,2021.0,0,0,1
2.05,27,1,2.36,0.45,914.03,3249,16.21,3.0,2021.0,6.0,2021.0,1,0,0
1.98,30,1,1.71,0.6,992.83,7971,15.87,3.0,2021.0,8.0,2021.0,0,0,1
2.13,27,1,2.36,0.55,857.9,3244,16.17,3.0,2021.0,6.0,2021.0,1,0,0
2.72,30,1,1.71,0.62,992.83,7971,15.83,3.0,2021.0,8.0,2021.0,0,0,1
4.83,27,1,2.36,0.62,992.83,3361,15.08,3.0,2021.0,6.0,2021.0,1,0,0
5.05,30,1,1.71,0.67,679.62,7971,15.89,3.0,2021.0,8.0,2021.0,0,0,1
2.51,27,1,2.36,0.78,992.83,3358,15.01,3.0,2021.0,6.0,2021.0,1,0,0
1.69,30,1,1.71,0.67,837.26,7971,15.86,3.0,2021.0,8.0,2021.0,0,0,1
0.76,27,1,2.36,0.62,758.72,3347,15.34,3.0,2021.0,6.0,2021.0,1,0,0
2.82,30,1,1.71,0.67,679.62,7971,15.89,3.0,2021.0,8.0,2021.0,0,0,1
1.11,27,1,2.36,0.74,992.83,3348,15.28,3.0,2021.0,6.0,2021.0,1,0,0
1.01,30,1,1.71,0.67,992.83,7971,15.85,3.0,2021.0,8.0,2021.0,0,0,1
1.56,27,1,2.36,0.78,992.83,3349,15.57,3.0,2021.0,6.0,2021.0,1,0,0
5.46,28,0,2.25,0.3,733.47,2957,17.03,3.0,2021.0,7.0,2021.0,0,0,1
5.43,28,0,2.25,0.3,733.47,2953,17.21,3.0,2021.0,7.0,2021.0,0,0,1
1.32,27,1,1.71,0.54,830.99,3230,15.84,3.0,2021.0,6.0,2021.0,1,0,0
5.6,28,0,2.25,0.31,777.62,2953,17.08,3.0,2021.0,7.0,2021.0,0,0,1
5.33,28,0,2.25,0.35,733.47,2962,16.81,3.0,2021.0,7.0,2021.0,0,0,1
2.54,27,1,1.71,0.51,837.26,3248,15.71,3.0,2021.0,6.0,2021.0,1,0,0
5.56,28,0,2.25,0.35,733.47,2950,17.33,3.0,2021.0,7.0,2021.0,0,0,1
0.96,27,1,1.71,0.45,914.03,3249,16.26,3.0,2021.0,6.0,2021.0,1,0,0
5.54,28,0,2.25,0.3,733.47,2952,17.13,3.0,2021.0,7.0,2021.0,0,0,1
2.39,27,1,1.71,0.55,857.9,3244,16.2,3.0,2021.0,6.0,2021.0,1,0,0
5.49,28,0,2.25,0.31,777.62,2961,16.91,3.0,2021.0,7.0,2021.0,0,0,1
5.59,28,0,2.25,0.3,733.47,2948,17.1,3.0,2021.0,7.0,2021.0,0,0,1
2.34,27,1,1.71,0.78,992.83,3358,15.0,3.0,2021.0,6.0,2021.0,1,0,0
5.43,28,0,2.25,0.35,733.47,2949,16.84,3.0,2021.0,7.0,2021.0,0,0,1
2.89,27,1,1.71,0.62,758.72,3347,15.41,3.0,2021.0,6.0,2021.0,1,0,0
5.54,28,0,2.25,0.35,777.62,2947,16.78,3.0,2021.0,7.0,2021.0,0,0,1
2.43,27,1,1.71,0.74,992.83,3348,15.32,3.0,2021.0,6.0,2021.0,1,0,0
2.9,27,1,1.71,0.78,992.83,3349,15.62,3.0,2021.0,6.0,2021.0,1,0,0
6.92,25,1,1.71,0.62,992.83,8214,15.89,3.0,2021.0,3.0,2021.0,0,1,0
4.53,25,1,1.71,0.44,837.26,8214,16.16,3.0,2021.0,3.0,2021.0,0,1,0
2.66,27,1,2.36,0.54,830.99,3230,15.67,3.0,2021.0,5.0,2021.0,1,0,0
4.02,27,1,2.36,0.34,837.26,3247,15.78,3.0,2021.0,5.0,2021.0,1,0,0
1.74,27,1,2.36,0.51,837.26,3248,15.72,3.0,2021.0,5.0,2021.0,1,0,0
1.89,27,1,2.36,0.45,914.03,3249,16.18,3.0,2021.0,5.0,2021.0,1,0,0
2.17,27,1,2.36,0.55,857.9,3244,16.13,3.0,2021.0,5.0,2021.0,1,0,0
3.95,27,1,2.36,0.62,992.83,3361,15.03,3.0,2021.0,5.0,2021.0,1,0,0
2.66,27,1,2.36,0.78,992.83,3358,14.87,3.0,2021.0,5.0,2021.0,1,0,0
2.65,27,1,2.36,0.62,758.72,3347,15.25,3.0,2021.0,5.0,2021.0,1,0,0
1.9,27,1,2.36,0.74,992.83,3348,15.16,3.0,2021.0,5.0,2021.0,1,0,0
2.9,27,1,2.36,0.78,992.83,3349,15.45,3.0,2021.0,5.0,2021.0,1,0,0
7.0,27,1,1.71,0.62,992.83,3227,15.32,3.0,2021.0,5.0,2021.0,1,0,0
0.39,27,1,1.71,0.54,830.99,3230,15.78,3.0,2021.0,5.0,2021.0,1,0,0
0.57,27,1,1.71,0.51,837.26,3248,15.7,3.0,2021.0,5.0,2021.0,1,0,0
1.83,27,1,1.71,0.45,914.03,3249,16.23,3.0,2021.0,5.0,2021.0,1,0,0
0.68,27,1,1.71,0.55,857.9,3244,16.17,3.0,2021.0,5.0,2021.0,1,0,0
1.6,27,1,1.71,0.78,992.83,3358,14.88,3.0,2021.0,5.0,2021.0,1,0,0
1.86,27,1,1.71,0.62,758.72,3347,15.33,3.0,2021.0,5.0,2021.0,1,0,0
1.65,27,1,1.71,0.74,992.83,3348,15.23,3.0,2021.0,5.0,2021.0,1,0,0
1.47,27,1,1.71,0.78,992.83,3349,15.51,3.0,2021.0,5.0,2021.0,1,0,0
7.01,27,1,1.71,0.74,992.83,3237,15.09,3.0,2021.0,5.0,2021.0,1,0,0
7.05,27,1,1.71,0.45,914.03,3249,16.21,3.0,2021.0,5.0,2021.0,1,0,0
7.01,27,1,1.71,0.55,857.9,3244,16.16,3.0,2021.0,5.0,2021.0,1,0,0
6.92,27,1,2.36,0.42,679.62,6652,15.86,3.0,2021.0,8.0,2021.0,0,1,0
6.82,27,1,2.36,0.42,837.26,6653,15.83,3.0,2021.0,8.0,2021.0,0,1,0
6.85,27,1,2.36,0.42,992.83,6654,15.83,3.0,2021.0,8.0,2021.0,0,1,0
6.19,27,1,2.36,0.45,679.62,6655,15.83,3.0,2021.0,8.0,2021.0,0,1,0
6.86,27,1,2.36,0.45,837.26,6656,15.82,3.0,2021.0,8.0,2021.0,0,1,0
6.96,27,1,2.36,0.45,992.83,6657,15.77,3.0,2021.0,8.0,2021.0,0,1,0
6.94,27,1,2.36,0.51,992.83,6658,15.75,3.0,2021.0,8.0,2021.0,0,1,0
4.29,27,1,2.36,0.56,992.83,6661,15.74,3.0,2021.0,8.0,2021.0,0,1,0
4.08,27,1,2.36,0.62,679.62,6662,15.77,3.0,2021.0,8.0,2021.0,0,1,0
5.43,27,1,2.36,0.62,837.26,6663,15.73,3.0,2021.0,8.0,2021.0,0,1,0
6.85,27,1,2.36,0.62,992.83,6664,15.73,3.0,2021.0,8.0,2021.0,0,1,0
4.01,27,1,2.36,0.69,679.62,6667,15.77,3.0,2021.0,8.0,2021.0,0,1,0
4.28,27,1,2.36,0.69,837.26,6668,15.74,3.0,2021.0,8.0,2021.0,0,1,0
5.35,27,1,2.36,0.69,992.83,6669,15.73,3.0,2021.0,8.0,2021.0,0,1,0
4.31,27,1,2.36,0.74,679.62,6673,15.73,3.0,2021.0,8.0,2021.0,0,1,0
4.49,27,1,2.36,0.74,837.26,6674,15.7,3.0,2021.0,8.0,2021.0,0,1,0
4.41,27,1,2.36,0.74,992.83,6675,15.72,3.0,2021.0,8.0,2021.0,0,1,0
4.9,27,1,2.36,0.78,679.62,6688,15.73,3.0,2021.0,8.0,2021.0,0,1,0
6.26,27,1,2.36,0.78,837.26,6689,15.72,3.0,2021.0,8.0,2021.0,0,1,0
5.57,27,1,2.36,0.78,992.83,6690,15.72,3.0,2021.0,8.0,2021.0,0,1,0
7.05,27,1,2.36,0.62,803.4,5783,15.89,3.0,2021.0,7.0,2021.0,0,0,1
7.62,27,1,2.36,0.77,738.53,5779,15.86,3.0,2021.0,7.0,2021.0,0,0,1
5.75,27,1,2.36,0.83,857.28,5876,15.56,3.0,2021.0,7.0,2021.0,0,0,1
4.86,27,1,2.36,0.58,809.05,6071,16.55,3.0,2021.0,6.0,2021.0,0,0,1
7.81,27,1,2.36,0.51,812.18,5658,15.98,3.0,2021.0,6.0,2021.0,0,0,1
5.08,27,1,2.36,0.61,649.07,6072,16.57,3.0,2021.0,6.0,2021.0,0,0,1
6.9,27,1,2.36,0.57,865.4,5657,15.99,3.0,2021.0,6.0,2021.0,0,0,1
7.42,25,1,2.1,0.74,734.11,6024,15.32,3.0,2021.0,4.0,2021.0,0,0,1
5.66,27,1,2.36,0.68,766.92,6073,16.51,3.0,2021.0,6.0,2021.0,0,0,1
4.48,78,1,2.25,0.84,837.26,8148,15.86,3.0,2021.0,4.0,2021.0,0,1,0
4.74,84,1,1.89,0.87,992.83,8871,15.45,3.0,2021.0,7.0,2021.0,0,1,0
6.47,27,1,2.36,0.51,717.66,4584,16.46,3.0,2021.0,6.0,2021.0,0,0,1
7.43,27,1,2.36,0.78,802.14,5844,15.27,3.0,2021.0,6.0,2021.0,0,0,1
4.64,84,1,1.89,0.78,992.83,8865,15.48,3.0,2021.0,7.0,2021.0,0,1,0
5.27,30,1,2.25,0.4,818.46,7121,17.03,3.0,2021.0,4.0,2021.0,0,0,1
5.06,27,1,2.36,0.61,699.93,5921,15.63,3.0,2021.0,6.0,2021.0,0,0,1
4.87,84,1,1.89,0.83,992.83,8868,15.48,3.0,2021.0,7.0,2021.0,0,1,0
6.27,27,1,2.36,0.61,735.37,5929,15.7,3.0,2021.0,6.0,2021.0,0,0,1
6.09,84,1,1.89,0.87,992.83,8872,15.43,3.0,2021.0,7.0,2021.0,0,1,0
4.13,27,1,2.36,0.56,679.62,5784,15.83,3.0,2021.0,6.0,2021.0,0,0,1
4.95,84,1,1.89,0.9,992.83,8874,15.47,3.0,2021.0,7.0,2021.0,0,1,0
5.24,27,1,2.36,0.62,783.91,5761,15.72,3.0,2021.0,6.0,2021.0,0,0,1
5.93,27,1,2.36,0.62,723.99,5945,15.43,3.0,2021.0,6.0,2021.0,0,0,1
4.66,84,1,1.89,0.78,992.83,8866,15.48,3.0,2021.0,7.0,2021.0,0,1,0
3.79,27,1,2.1,0.66,777.62,3061,16.03,3.0,2021.0,7.0,2021.0,0,1,0
4.85,84,1,1.89,0.83,992.83,8869,15.44,3.0,2021.0,7.0,2021.0,0,1,0
5.18,30,1,2.25,0.4,837.26,7300,17.01,3.0,2021.0,4.0,2021.0,0,0,1
3.81,27,1,2.1,0.69,708.17,3046,16.01,3.0,2021.0,7.0,2021.0,0,1,0
7.08,27,1,2.36,0.7,937.03,5940,15.25,3.0,2021.0,6.0,2021.0,0,0,1
7.03,27,1,2.36,0.51,846.64,4200,15.72,3.0,2021.0,6.0,2021.0,0,0,1
5.0,27,1,2.36,0.8,899.71,5942,15.27,3.0,2021.0,6.0,2021.0,0,0,1
4.78,84,1,1.89,0.9,992.83,8875,15.47,3.0,2021.0,7.0,2021.0,0,1,0
6.6,27,1,2.36,0.58,758.72,4669,15.89,3.0,2021.0,6.0,2021.0,0,0,1
3.41,27,1,2.1,0.81,899.71,3058,15.96,3.0,2021.0,7.0,2021.0,0,1,0
4.92,27,1,2.36,0.82,840.39,5943,15.22,3.0,2021.0,6.0,2021.0,0,0,1
5.52,27,1,2.36,0.69,783.91,4673,15.86,3.0,2021.0,6.0,2021.0,0,0,1
5.13,27,1,2.36,0.82,897.22,5928,15.42,3.0,2021.0,6.0,2021.0,0,0,1
5.17,27,1,2.36,0.48,777.62,4197,15.78,3.0,2021.0,6.0,2021.0,0,0,1
5.61,27,1,2.36,0.86,995.92,5847,15.22,3.0,2021.0,6.0,2021.0,0,0,1
7.28,27,1,2.36,0.51,755.57,4199,15.75,3.0,2021.0,6.0,2021.0,0,0,1
3.49,27,1,2.1,0.62,777.62,8061,15.92,3.0,2021.0,7.0,2021.0,0,1,0
